Sl. No.,Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Training
1973,3.242996216,0,7,0,0,92,18290,97,766,6105,34,565,0,0,-450,13997,259,-452,14144,259,1
1974,3.287002563,0,7,0,0,236,15397,94,780,0,0,565,0,0,-642,9382,187,-644,3282,190,1
1975,3.342002869,0,7,0,0,236,15397,94,780,0,0,565,0,0,-642,9382,187,-644,3282,190,1
1976,3.386001587,0,7,0,0,236,15397,94,780,0,0,565,0,0,-642,9382,187,-644,3282,190,0
1977,3.486000061,0,7,0,0,236,15397,94,780,0,0,565,0,0,-642,9382,187,-644,3282,190,0
1978,3.542999268,0,7,0,0,375,10754,95,780,0,0,565,0,0,-764,29824,126,-766,28416,124,0
1979,3.597999573,0,7,0,0,375,10754,95,780,0,0,565,0,0,-764,29824,126,-766,28416,124,1
1980,3.645996094,0,7,0,0,375,10754,95,780,0,0,565,0,0,-764,29824,126,-766,28416,124,0
1981,3.748001099,0,7,0,0,375,10754,95,780,0,0,565,0,0,-764,29824,126,-766,28416,124,1
1982,3.803001404,0,7,0,0,375,10754,95,780,0,0,565,0,0,-764,29824,126,-766,28416,124,1
1983,3.858001709,0,7,0,0,514,7372,90,780,0,0,565,0,0,-825,11318,60,-826,19165,59,1
1984,3.902000427,0,7,0,0,514,7372,90,780,0,0,565,0,0,-825,11318,60,-826,19165,59,1
1985,3.959999084,0,7,0,0,514,7372,90,780,0,0,565,0,0,-825,11318,60,-826,19165,59,1
1986,4.006996155,0,0,0,0,653,11944,92,780,0,0,565,0,0,-833,12862,27,-833,23202,29,0
1987,4.11000061,0,0,0,0,653,11944,92,780,0,0,565,0,0,-833,12862,27,-833,23202,29,1
1988,4.165000916,0,0,0,0,653,11944,92,780,0,0,565,0,0,-833,12862,27,-833,23202,29,1
1989,4.220001221,0,24,16324,44,792,11500,92,780,0,0,565,0,0,-833,8780,26,-833,24449,29,1
1990,4.263999939,0,24,16324,44,792,11500,92,780,0,0,565,0,0,-833,8780,26,-833,24449,29,0
1991,4.376998901,0,24,16324,44,792,11500,92,780,0,0,565,0,0,-833,8780,26,-833,24449,29,1
1992,4.42099762,0,24,16324,44,792,11500,92,780,0,0,565,0,0,-833,8780,26,-833,24449,29,1
1993,4.477996826,0,95,17572,46,917,13426,49,780,0,0,565,0,0,-833,3424,24,-833,21143,29,1
1994,4.522003174,0,95,17572,46,917,13426,49,780,0,0,565,0,0,-833,3424,24,-833,21143,29,1
1995,4.57800293,0,95,17572,46,917,13426,49,780,0,0,565,0,0,-833,3424,24,-833,21143,29,1
1996,4.623001099,0,164,19176,50,941,348,3,780,0,0,565,0,0,-833,1387,24,-833,10782,26,1
1997,4.676002502,0,164,19176,50,941,348,3,780,0,0,565,0,0,-833,1387,24,-833,10782,26,1
1998,4.788002014,0,164,19176,50,941,348,3,780,0,0,565,0,0,-833,1387,24,-833,10782,26,1
1999,4.84400177,0,164,19176,50,941,348,3,780,0,0,565,0,0,-833,1387,24,-833,10782,26,1
2000,4.888000488,0,233,20696,51,941,315,3,780,0,0,565,0,0,-833,2632,24,-833,6648,26,1
2001,4.943000793,0,233,20696,51,941,315,3,780,0,0,565,0,0,-833,2632,24,-833,6648,26,1
2002,5.043998718,0,233,20696,51,941,315,3,780,0,0,565,0,0,-833,2632,24,-833,6648,26,0
2003,5.087997437,0,305,22950,52,942,178,2,780,0,0,565,0,0,-833,3064,24,-833,6388,26,0
2004,5.143997192,0,305,22950,52,942,178,2,780,0,0,565,0,0,-833,3064,24,-833,6388,26,1
2005,5.198997498,0,305,22950,52,942,178,2,780,0,0,565,0,0,-833,3064,24,-833,6388,26,1
2006,5.279998779,0,375,18768,50,942,152,2,780,0,0,565,0,0,-833,2100,24,-833,7168,26,0
2007,5.345001221,0,375,18768,50,942,152,2,780,0,0,565,0,0,-833,2100,24,-833,7168,26,1
2008,5.402000427,0,375,18768,50,942,152,2,780,0,0,565,0,0,-833,2100,24,-833,7168,26,1
2009,5.446998596,0,375,18768,50,942,152,2,780,0,0,565,0,0,-833,2100,24,-833,7168,26,0
2010,5.502998352,0,375,18768,50,942,152,2,780,0,0,565,0,0,-833,2100,24,-833,7168,26,1
2011,5.602996826,0,436,14678,41,941,60,2,780,0,0,565,0,0,-833,3784,26,-833,4720,26,0
2012,5.657997131,0,436,14678,41,941,60,2,780,0,0,565,0,0,-833,3784,26,-833,4720,26,1
2013,0,0,8,0,0,-546,0,0,-873,0,0,-25,28500,51,0,2200,24,0,3434,24,1
2014,0.043998718,0,8,0,0,-546,0,0,-873,0,0,-25,28500,51,0,2200,24,0,3434,24,1
2015,0.103004456,0,8,0,0,-546,0,0,-873,0,0,-25,28500,51,0,2200,24,0,3434,24,1
2016,0.211997986,0,8,0,0,-546,0,0,-873,0,0,-25,28500,51,0,2200,24,0,3434,24,1
2017,0.266998291,0,8,0,0,-546,0,0,-873,0,0,47,19074,52,0,2632,26,0,5008,24,0
2018,0.311004639,0,8,0,0,-546,0,0,-873,0,0,47,19074,52,0,2632,26,0,5008,24,0
2019,0.366004944,0,8,0,0,-546,0,0,-873,0,0,47,19074,52,0,2632,26,0,5008,24,1
2020,0.410003662,0,8,0,0,-546,0,0,-873,0,0,117,17750,50,0,2800,26,0,3434,24,1
2021,0.46900177,0,8,0,0,-546,0,0,-873,0,0,117,17750,50,0,2800,26,0,3434,24,1
2022,0.525001526,0,8,0,0,-546,0,0,-873,0,0,117,17750,50,0,2800,26,0,3434,24,1
2023,0.650001526,0,8,0,0,-546,0,0,-873,0,0,186,20200,49,0,5972,26,0,5440,23,1
2024,0.694000244,0,8,0,0,-546,0,0,-873,0,0,186,20200,49,0,5972,26,0,5440,23,0
2025,0.75,0,8,0,0,-546,0,0,-873,0,0,186,20200,49,0,5972,26,0,5440,23,1
2026,0.805000305,0,8,0,0,-546,0,0,-873,0,0,186,20200,49,0,5972,26,0,5440,23,1
2027,0.863998413,0,8,0,0,-546,0,0,-873,0,0,186,20200,49,0,5972,26,0,5440,23,1
2028,0.918998718,0,8,0,0,-546,0,0,-873,0,0,255,19129,49,0,3472,26,0,3848,23,1
2029,1.017997742,0,8,0,0,-546,0,0,-873,0,0,255,19129,49,0,3472,26,0,3848,23,1
2030,1.072998047,0,8,0,0,-546,0,0,-873,0,0,255,19129,49,0,3472,26,0,3848,23,1
2031,1.127998352,0,8,0,0,-546,0,0,-873,0,0,324,17719,49,0,6492,26,0,3434,26,0
2032,1.176002502,0,8,0,0,-546,0,0,-873,0,0,324,17719,49,0,6492,26,0,3434,26,0
2033,1.233001709,0,8,0,0,-546,0,0,-873,0,0,324,17719,49,0,6492,26,0,3434,26,0
2034,1.332000732,0,8,0,0,-546,0,0,40,16967,47,395,18228,49,0,7558,26,0,3848,23,1
2035,1.332000732,0,8,0,0,-546,0,0,40,16967,47,395,18228,49,0,7558,26,0,3848,23,1
2036,1.464004517,0,8,0,0,-546,0,0,40,16967,47,395,18228,49,0,7558,26,0,3848,23,1
2037,1.508003235,0,8,0,0,-546,0,0,40,16967,47,395,18228,49,0,7558,26,0,3848,23,1
2038,1.56300354,0,8,0,0,-546,0,0,109,17050,50,465,18800,49,0,11944,27,0,8624,24,0
2039,1.616004944,0,8,0,0,-546,0,0,109,17050,50,465,18800,49,0,11944,27,0,8624,24,0
2040,1.718002319,0,8,0,0,-546,0,0,109,17050,50,465,18800,49,0,11944,27,0,8624,24,0
2041,1.773002625,0,8,0,0,-546,0,0,179,14406,49,534,16072,49,0,14428,27,0,5440,24,1
2042,1.82800293,0,8,0,0,-546,0,0,179,14406,49,534,16072,49,0,14428,27,0,5440,24,1
2043,1.872001648,0,8,0,0,-546,0,0,179,14406,49,534,16072,49,0,14428,27,0,5440,24,1
2044,1.93800354,0,8,0,0,-546,0,0,179,14406,49,534,16072,49,0,14428,27,0,5440,24,1
2045,1.983001709,0,8,0,0,-546,0,0,179,14406,49,534,16072,49,0,14428,27,0,5440,24,1
2046,2.083999634,0,8,0,0,-546,0,0,249,15435,50,566,456,4,0,19925,27,0,5440,24,1
2047,2.14099884,0,8,0,0,-546,0,0,249,15435,50,566,456,4,0,19925,27,0,5440,24,1
2048,2.195999146,0,8,0,0,-546,0,0,328,4494,98,566,309,3,-5,15220,69,-6,22827,65,1
2049,2.250999451,0,8,0,0,-546,0,0,328,4494,98,566,309,3,-5,15220,69,-6,22827,65,1
2050,2.294998169,0,8,0,0,-546,0,0,328,4494,98,566,309,3,-5,15220,69,-6,22827,65,0
2051,2.370002747,0,8,0,0,-546,0,0,328,4494,98,566,309,3,-5,15220,69,-6,22827,65,1
2052,2.474998474,0,8,0,0,-546,0,0,328,4494,98,566,309,3,-5,15220,69,-6,22827,65,1
2053,2.529998779,0,8,0,0,-546,0,0,471,5872,92,566,194,3,-65,2054,133,-66,2048,134,0
2054,2.595001221,0,8,0,0,-546,0,0,604,6742,92,566,166,2,-180,7341,192,-181,27367,188,1
2055,2.633003235,0,8,0,0,-546,0,0,604,6742,92,566,166,2,-180,7341,192,-181,27367,188,1
2056,2.68800354,0,8,0,0,-546,0,0,604,6742,92,566,166,2,-180,7341,192,-181,27367,188,1
2057,2.778999329,0,8,0,0,-546,0,0,604,6742,92,566,166,2,-180,7341,192,-181,27367,188,1
2058,2.838005066,0,8,0,0,-546,0,0,604,6742,92,566,166,2,-180,7341,192,-181,27367,188,1
2059,2.882003784,0,8,0,0,38,19090,88,735,21964,67,566,73,2,-361,17591,254,-364,19788,261,1
2060,2.937004089,0,8,0,0,38,19090,88,735,21964,67,566,73,2,-361,17591,254,-364,19788,261,1
2061,3.038002014,0,8,0,0,38,19090,88,735,21964,67,566,73,2,-361,17591,254,-364,19788,261,1
2062,3.095001221,0,8,0,0,38,19090,88,735,21964,67,566,73,2,-361,17591,254,-364,19788,261,1
2063,3.151000977,0,8,0,0,175,16894,94,780,48,2,566,54,1,-568,19472,223,-570,22632,218,1
2064,3.194999695,0,8,0,0,175,16894,94,780,48,2,566,54,1,-568,19472,223,-570,22632,218,1
2065,3.250999451,0,8,0,0,175,16894,94,780,48,2,566,54,1,-568,19472,223,-570,22632,218,1
2066,3.350997925,0,8,0,0,300,10432,90,781,4,1,566,43,1,-718,28392,157,-720,4748,159,1
2067,3.40599823,1,8,0,0,300,10432,90,781,4,1,566,43,1,-718,28392,157,-720,4748,159,0
2068,3.460998535,1,8,0,0,300,10432,90,781,4,1,566,43,1,-718,28392,157,-720,4748,159,1
2069,3.505004883,1,8,0,0,300,14352,94,781,6,0,566,34,1,-806,8060,88,-807,21830,87,1
2070,3.572998047,1,8,0,0,300,14352,94,781,6,0,566,34,1,-806,8060,88,-807,21830,87,1
2071,3.630004883,1,8,0,0,300,14352,94,781,6,0,566,34,1,-806,8060,88,-807,21830,87,1
2072,3.729003906,1,8,0,0,300,12916,93,781,7,1,566,25,1,-833,14320,27,-833,23347,29,1
2073,3.785003662,1,8,0,0,300,12916,93,781,7,1,566,25,1,-833,14320,27,-833,23347,29,1
2074,0,0,7,0,0,-546,0,0,-873,0,0,-15,18277,50,0,5114,26,0,5008,24,1
2075,0.04800415,0,7,0,0,-546,0,0,-873,0,0,-15,18277,50,0,5114,26,0,5008,24,1
2076,0.103004456,0,7,0,0,-546,0,0,-873,0,0,-15,18277,50,0,5114,26,0,5008,24,1
2077,0.152999878,0,7,0,0,-546,0,0,-873,0,0,-1,13250,50,0,5582,26,0,5440,23,1
2078,0.26600647,0,7,0,0,-546,0,0,-873,0,0,-1,13250,50,0,5582,26,0,5440,23,0
2079,0.310005188,0,7,0,0,-546,0,0,-873,0,0,-1,13250,50,0,5582,26,0,5440,23,1
2080,0.365005493,0,7,0,0,-546,0,0,-873,0,0,66,28490,55,0,5972,26,0,5008,24,1
2081,0.416999817,0,7,0,0,-546,0,0,-873,0,0,66,28490,55,0,5972,26,0,5008,24,0
2082,0.475006104,0,7,0,0,-546,0,0,-873,0,0,66,28490,55,0,5972,26,0,5008,24,1
2083,0.582000732,0,7,0,0,-546,0,0,-873,0,0,66,28490,55,0,5972,26,0,5008,24,1
2084,0.625999451,0,7,0,0,-546,0,0,-873,0,0,139,19941,50,0,6492,26,0,5440,23,1
2085,0.681999207,0,7,0,0,-546,0,0,-873,0,0,139,19941,50,0,6492,26,0,5440,23,1
2086,0.726005554,0,7,0,0,-546,0,0,-873,0,0,139,19941,50,0,6492,26,0,5440,23,1
2087,0.781005859,0,7,0,0,-546,0,0,-873,0,0,139,19941,50,0,6492,26,0,5440,23,1
2088,0.888000488,0,7,0,0,-546,0,0,-873,0,0,208,18200,50,0,6492,26,0,5440,23,1
2089,0.931999207,0,7,0,0,-546,0,0,-873,0,0,208,18200,50,0,6492,26,0,5440,23,1
2090,0.986999512,0,7,0,0,-546,0,0,-873,0,0,208,18200,50,0,6492,26,0,5440,23,0
2091,1.041999817,0,7,0,0,-546,0,0,-873,0,0,278,19551,50,0,6986,26,0,5440,23,1
2092,1.14100647,0,7,0,0,-546,0,0,-873,0,0,278,19551,50,0,6986,26,0,5440,23,1
2093,1.195999146,0,7,0,0,-546,0,0,-873,0,0,278,19551,50,0,6986,26,0,5440,23,1
2094,1.195999146,0,7,0,0,-546,0,0,0,3978,18,347,19845,49,0,7246,26,0,4528,26,1
2095,1.32900238,0,7,0,0,-546,0,0,0,3978,18,347,19845,49,0,7246,26,0,4528,26,1
2096,1.374000549,0,7,0,0,-546,0,0,0,3978,18,347,19845,49,0,7246,26,0,4528,26,0
2097,1.429000854,0,7,0,0,-546,0,0,62,14945,50,417,15962,46,0,8520,26,0,5008,24,0
2098,1.48400116,0,7,0,0,-546,0,0,62,14945,50,417,15962,46,0,8520,26,0,5008,24,1
2099,1.530006409,0,7,0,0,-546,0,0,62,14945,50,417,15962,46,0,8520,26,0,5008,24,1
2100,1.633003235,0,7,0,0,-546,0,0,62,14945,50,417,15962,46,0,8520,26,0,5008,24,1
2101,1.690002441,0,7,0,0,-546,0,0,132,16219,49,487,15322,47,0,10678,26,0,3434,26,1
2102,1.745002747,0,7,0,0,-546,0,0,132,16219,49,487,15322,47,0,10678,26,0,3434,26,1
2103,1.790000916,0,7,0,0,-546,0,0,132,16219,49,487,15322,47,0,10678,26,0,3434,26,1
2104,1.89200592,0,7,0,0,-546,0,0,132,16219,49,487,15322,47,0,10678,26,0,3434,26,1
2105,1.947006226,0,7,0,0,-546,0,0,132,16219,49,487,15322,47,0,10678,26,0,3434,26,1
2106,1.991004944,0,7,0,0,-546,0,0,201,18620,49,554,7632,36,0,13699,27,0,5440,23,1
2107,2.051002502,0,7,0,0,-546,0,0,201,18620,49,554,7632,36,0,13699,27,0,5440,23,1
2108,2.097000122,0,7,0,0,-546,0,0,201,18620,49,554,7632,36,0,13699,27,0,5440,23,1
2109,2.201004028,0,7,0,1,-546,0,0,271,15651,47,565,464,4,0,15265,27,0,5008,26,1
2110,2.256004333,0,7,0,1,-546,0,0,271,15651,47,565,464,4,0,15265,27,0,5008,26,1
2111,2.300003052,0,7,0,1,-546,0,0,271,15651,47,565,464,4,0,15265,27,0,5008,26,1
2112,2.355003357,0,7,0,0,-546,0,0,376,3722,89,565,330,3,-18,29152,83,-18,12082,80,0
2113,2.402000427,0,7,0,0,-546,0,0,376,3722,89,565,330,3,-18,29152,83,-18,12082,80,1
2114,2.461006165,0,7,0,0,-546,0,0,376,3722,89,565,330,3,-18,29152,83,-18,12082,80,0
2115,2.560005188,0,7,0,0,-546,0,0,376,3722,89,565,330,3,-18,29152,83,-18,12082,80,0
2116,2.615005493,0,7,0,0,-546,0,0,514,14420,93,565,285,3,-96,17228,156,-97,30528,154,0
2117,2.680999756,0,7,0,0,-546,0,0,514,14420,93,565,285,3,-96,17228,156,-97,30528,154,1
2118,2.725006104,0,7,0,0,-546,0,0,514,14420,93,565,285,3,-96,17228,156,-97,30528,154,1
2119,2.781005859,0,7,0,0,0,13,2,652,7988,92,565,174,2,-235,28635,221,-236,2664,223,1
2120,2.825004578,0,7,0,0,0,13,2,652,7988,92,565,174,2,-235,28635,221,-236,2664,223,1
2121,2.935005188,0,7,0,0,0,13,2,652,7988,92,565,174,2,-235,28635,221,-236,2664,223,0
2122,2.981002808,0,7,0,0,83,17029,98,764,7683,38,565,134,2,-435,9280,259,-438,26291,259,1
2123,3.036003113,0,7,0,0,83,17029,98,764,7683,38,565,134,2,-435,9280,259,-438,26291,259,1
2124,3.080001831,0,7,0,0,83,17029,98,764,7683,38,565,134,2,-435,9280,259,-438,26291,259,1
2125,3.137001038,0,7,0,0,83,17029,98,764,7683,38,565,134,2,-435,9280,259,-438,26291,259,1
2126,3.243003845,0,7,0,0,83,17029,98,764,7683,38,565,134,2,-435,9280,259,-438,26291,259,1
2127,3.303001404,0,7,0,0,222,24157,100,782,114,1,565,104,2,-627,1448,197,-628,23476,202,0
2128,3.347000122,0,7,0,0,222,24157,100,782,114,1,565,104,2,-627,1448,197,-628,23476,202,0
2129,3.402000427,0,7,0,0,222,24157,100,782,114,1,565,104,2,-627,1448,197,-628,23476,202,0
2130,3.457000732,0,7,0,0,361,13360,93,782,122,2,565,78,2,-755,17648,133,-756,29724,134,1
2131,3.558006287,0,7,0,0,361,13360,93,782,122,2,565,78,2,-755,17648,133,-756,29724,134,0
2132,3.614006042,0,7,0,0,361,13360,93,782,122,2,565,78,2,-755,17648,133,-756,29724,134,1
2133,3.662002563,0,7,0,0,501,10288,90,782,68,2,565,38,1,-822,18816,65,-823,248,69,0
2134,3.717002869,0,7,0,0,501,10288,90,782,68,2,565,38,1,-822,18816,65,-823,248,69,1
2135,3.816001892,0,7,0,0,501,10288,90,782,68,2,565,38,1,-822,18816,65,-823,248,69,1
2136,3.871002197,0,7,0,0,501,10288,90,782,68,2,565,38,1,-822,18816,65,-823,248,69,1
2137,3.926002502,0,0,0,0,640,10564,93,782,116,2,565,31,1,-833,11432,27,-833,23057,31,0
2138,3.98500061,0,0,0,0,640,10564,93,782,116,2,565,31,1,-833,11432,27,-833,23057,31,0
2139,4.030006409,0,0,0,0,640,10564,93,782,116,2,565,31,1,-833,11432,27,-833,23057,31,1
2140,4.084999084,0,19,16808,45,783,10072,89,782,126,1,565,27,1,-833,8234,26,-833,29263,27,1
2141,4.129005432,0,19,16808,45,783,10072,89,782,126,1,565,27,1,-833,8234,26,-833,29263,27,0
2142,4.250999451,0,19,16808,45,783,10072,89,782,126,1,565,27,1,-833,8234,26,-833,29263,27,1
2143,4.295005798,0,87,13818,49,911,14036,57,782,132,1,565,22,1,-833,3184,26,-833,21810,29,1
2144,4.350006104,0,87,13818,49,911,14036,57,782,132,1,565,22,1,-833,3184,26,-833,21810,29,1
2145,4.395004272,0,87,13818,49,911,14036,57,782,132,1,565,22,1,-833,3184,26,-833,21810,29,1
2146,4.506004333,0,87,13818,49,911,14036,57,782,132,1,565,22,1,-833,3184,26,-833,21810,29,1
2147,4.550003052,0,155,19250,50,945,792,6,782,126,1,565,22,1,-833,2584,26,-833,11755,27,1
2148,4.605003357,0,155,19250,50,945,792,6,782,126,1,565,22,1,-833,2584,26,-833,11755,27,1
2149,4.661003113,0,155,19250,50,945,792,6,782,126,1,565,22,1,-833,2584,26,-833,11755,27,0
2150,4.720001221,0,155,19250,50,945,792,6,782,126,1,565,22,1,-833,2584,26,-833,11755,27,0
2151,4.777999878,0,225,20196,51,946,468,4,782,126,2,565,20,1,-833,2824,24,-833,5972,24,1
2152,4.831001282,0,225,20196,51,946,468,4,782,126,2,565,20,1,-833,2824,24,-833,5972,24,0
2153,4.930000305,0,225,20196,51,946,468,4,782,126,2,565,20,1,-833,2824,24,-833,5972,24,1
2154,4.98500061,0,225,20196,51,946,468,4,782,126,2,565,20,1,-833,2824,24,-833,5972,24,1
2155,5.030006409,0,294,20956,52,946,309,3,782,114,2,565,27,2,-833,3304,24,-833,5712,26,1
2156,5.089004517,0,294,20956,52,946,309,3,782,114,2,565,27,2,-833,3304,24,-833,5712,26,1
2157,5.138999939,0,294,20956,52,946,309,3,782,114,2,565,27,2,-833,3304,24,-833,5712,26,0
2158,5.243003845,0,294,20956,52,946,309,3,782,114,2,565,27,2,-833,3304,24,-833,5712,26,1
2159,5.301002502,0,367,19250,50,946,261,2,782,114,2,565,40,1,-833,3856,24,-833,4096,24,1
2160,5.345001221,0,367,19250,50,946,261,2,782,114,2,565,40,1,-833,3856,24,-833,4096,24,1
2161,5.402999878,0,367,19250,50,946,261,2,782,114,2,565,40,1,-833,3856,24,-833,4096,24,1
2162,5.504005432,0,430,12909,39,946,136,2,782,63,1,565,27,1,-833,4096,24,-833,8286,24,1
2163,5.559005737,0,430,12909,39,946,136,2,782,63,1,565,27,1,-833,4096,24,-833,8286,24,1
2164,5.611000061,0,430,12909,39,946,136,2,782,63,1,565,27,1,-833,4096,24,-833,8286,24,1
2165,5.658004761,0,481,6510,29,946,49,1,782,122,2,565,25,1,-833,7636,26,-833,8832,26,1
2166,5.713005066,0,481,6510,29,946,49,1,782,122,2,565,25,1,-833,7636,26,-833,8832,26,1
2167,5.757003784,0,481,6510,29,946,49,1,782,122,2,565,25,1,-833,7636,26,-833,8832,26,1
2168,5.871002197,0,482,13536,38,946,35,1,782,114,1,565,27,1,-833,5080,26,-833,9378,27,1
2169,5.916000366,0,482,13536,38,946,35,1,782,114,1,565,27,1,-833,5080,26,-833,9378,27,1
2170,5.971000671,0,482,13536,38,946,35,1,782,114,1,565,27,1,-833,5080,26,-833,9378,27,1
2171,6.01499939,0,482,13536,38,946,35,1,782,114,1,565,27,1,-833,5080,26,-833,9378,27,1
2172,6.121002197,0,482,13536,38,946,35,1,782,114,1,565,27,1,-833,5080,26,-833,9378,27,1
2173,6.176002502,0,416,18258,50,946,24,1,782,122,1,565,27,1,-833,5344,26,-833,10366,26,1
2174,6.233001709,0,416,18258,50,946,24,1,782,122,1,565,27,1,-833,5344,26,-833,10366,26,1
2175,6.278999329,0,416,18258,50,946,24,1,782,122,1,565,27,1,-833,5344,26,-833,10366,26,0
2176,6.326004028,0,347,19800,50,946,22,1,782,61,2,565,50,1,-833,5680,26,-833,12457,27,1
2177,6.436004639,0,347,19800,50,946,22,1,782,61,2,565,50,1,-833,5680,26,-833,12457,27,1
2178,6.48500061,0,347,19800,50,946,22,1,782,61,2,565,50,1,-833,5680,26,-833,12457,27,0
2179,6.541999817,0,347,19800,50,946,22,1,782,61,2,565,50,1,-833,5680,26,-833,12457,27,1
2180,6.586006165,0,275,19074,51,946,17,1,782,58,2,565,31,1,-833,8884,26,-833,12997,27,1
2181,6.687004089,0,275,19074,51,946,17,1,782,58,2,565,31,1,-833,8884,26,-833,12997,27,1
2182,6.743003845,0,275,19074,51,946,17,1,782,58,2,565,31,1,-833,8884,26,-833,12997,27,1
2183,6.79800415,0,206,19400,50,946,17,1,782,114,2,565,54,1,-833,9092,26,-833,13321,27,0
2184,6.843002319,0,206,19400,50,946,17,1,782,114,2,565,54,1,-833,9092,26,-833,13321,27,1
2185,6.89200592,0,206,19400,50,946,17,1,782,114,2,565,54,1,-833,9092,26,-833,13321,27,0
2186,6.993003845,0,137,21267,51,946,0,1,782,114,2,565,33,1,-833,9716,26,-833,13753,27,0
2187,7.049003601,0,137,21267,51,946,0,1,782,114,2,565,33,1,-833,9716,26,-833,13753,27,1
2188,7.104003906,0,137,21267,51,946,0,1,782,114,2,565,33,1,-833,9716,26,-833,13753,27,1
2189,7.165000916,0,67,21952,50,-36,18988,47,782,114,2,565,33,1,-833,9716,26,-833,13888,29,1
2190,7.20400238,0,67,21952,50,-36,18988,47,782,114,2,565,33,1,-833,9716,26,-833,13888,29,1
2191,7.258003235,0,67,21952,50,-36,18988,47,782,114,2,565,33,1,-833,9716,26,-833,13888,29,0
2192,7.367004395,0,67,21952,50,-36,18988,47,782,114,2,565,33,1,-833,9716,26,-833,13888,29,1
2193,7.424003601,0,67,21952,50,-36,18988,47,782,114,2,565,33,1,-833,9716,26,-833,13888,29,1
2194,7.481002808,0,-2,14535,45,-107,14950,46,782,57,2,565,62,1,-833,9976,26,-833,14320,29,0
2195,7.527000427,0,-2,14535,45,-107,14950,46,782,57,2,565,62,1,-833,9976,26,-833,14320,29,1
2196,7.582000732,0,-2,14535,45,-107,14950,46,782,57,2,565,62,1,-833,9976,26,-833,14320,29,0
2197,7.681999207,0,-72,14950,46,-175,18050,49,782,104,1,565,38,1,-833,9976,26,-833,14779,29,1
2198,7.736999512,0,-72,14950,46,-175,18050,49,782,104,1,565,38,1,-833,9976,26,-833,14779,29,1
2199,7.783004761,0,-72,14950,46,-175,18050,49,782,104,1,565,38,1,-833,9976,26,-833,14779,29,1
2200,7.832000732,0,-72,14950,46,-175,18050,49,782,104,1,565,38,1,-833,9976,26,-833,14779,29,0
2201,7.895004272,0,-106,176,2,-247,18850,49,782,104,1,565,38,1,-833,10158,26,-833,15697,29,1
2202,7.994003296,0,-106,176,2,-247,18850,49,782,104,1,565,38,1,-833,10158,26,-833,15697,29,0
2203,8.050003052,0,-106,176,2,-247,18850,49,782,104,1,565,38,1,-833,10158,26,-833,15697,29,0
2204,8.095001221,0,-106,176,2,-247,18850,49,782,104,1,565,38,1,-833,10158,26,-833,15697,29,1
2205,8.151000977,0,-107,71,1,-325,32053,92,-6,15703,41,565,39,1,-828,9369,9,-828,8760,9,1
2206,8.207000732,0,-107,71,1,-325,32053,92,-6,15703,41,565,39,1,-828,9369,9,-828,8760,9,0
2207,8.306999207,0,-107,71,1,-325,32053,92,-6,15703,41,565,39,1,-828,9369,9,-828,8760,9,1
2208,8.361000061,0,-107,0,1,-466,17804,95,-132,7436,92,565,38,1,-771,19000,72,-770,30574,70,1
2209,8.408004761,0,-107,0,1,-466,17804,95,-132,7436,92,565,38,1,-771,19000,72,-770,30574,70,1
2210,8.455001831,0,-107,0,1,-466,17804,95,-132,7436,92,565,38,1,-771,19000,72,-770,30574,70,1
2211,8.566001892,0,-107,0,0,-605,15871,92,-270,3488,89,565,38,1,-653,17725,141,-651,8495,133,1
2212,8.622001648,0,-107,0,0,-605,15871,92,-270,3488,89,565,38,1,-653,17725,141,-651,8495,133,1
2213,8.666000366,0,-107,0,0,-605,15871,92,-270,3488,89,565,38,1,-653,17725,141,-651,8495,133,1
2214,8.722000122,0,-107,0,0,-725,9585,44,-411,10564,92,565,39,1,-469,28784,203,-466,9636,211,1
2215,8.772003174,0,-107,0,0,-725,9585,44,-411,10564,92,565,39,1,-469,28784,203,-466,9636,211,1
2216,8.872001648,0,-107,0,0,-725,9585,44,-411,10564,92,565,39,1,-469,28784,203,-466,9636,211,1
2217,8.927001953,0,-107,0,0,-725,9585,44,-411,10564,92,565,39,1,-469,28784,203,-466,9636,211,1
2218,8.994003296,0,-107,0,0,-747,0,0,-549,17506,97,565,78,2,-262,27792,172,-260,24536,164,1
2219,9.039001465,0,-107,0,0,-747,0,0,-549,17506,97,565,78,2,-262,27792,172,-260,24536,164,1
2220,9.09400177,0,-107,0,0,-747,0,0,-549,17506,97,565,78,2,-262,27792,172,-260,24536,164,1
2221,9.147003174,0,-107,0,0,-747,0,0,-549,17506,97,565,78,2,-262,27792,172,-260,24536,164,0
2222,9.247001648,0,-107,0,0,-747,0,0,-549,17506,97,565,78,2,-262,27792,172,-260,24536,164,1
2223,9.302001953,0,-107,0,0,-747,0,0,-800,12352,93,565,78,2,-110,13428,98,-109,26896,101,1
2224,9.346000671,1,-107,0,0,-747,0,0,-800,12352,93,565,78,2,-110,13428,98,-109,26896,101,1
